,Name,Title,Typename,XYZ URL,Max Z
1454,trench101464948,"Belgium/France, WW1 Trench maps - (1:20K) 28.SE, 1 April 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464948/{z}/{x}/{y}.png,17
1455,trench101464951,"Belgium/France, WW1 Trench maps - (1:20K) 29.NW, 13 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464951/{z}/{x}/{y}.png,17
1456,trench101464954,"Belgium/France, WW1 Trench maps - (1:20K) 29.NE, 16 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464954/{z}/{x}/{y}.png,17
1457,trench101464957,"Belgium/France, WW1 Trench maps - (1:20K) 29.SW, 10 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464957/{z}/{x}/{y}.png,17
1458,trench101464960,"Belgium/France, WW1 Trench maps - (1:20K) 29.SE, 16 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464960/{z}/{x}/{y}.png,17
1459,trench101464966,"Belgium/France, WW1 Trench maps - (1:20K) 36.NW, 24 September 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464966/{z}/{x}/{y}.png,17
1460,trench101464963,"Belgium/France, WW1 Trench maps - (1:20K) 36.NW, 26 June 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464963/{z}/{x}/{y}.png,17
1461,trench101464972,"Belgium/France, WW1 Trench maps - (1:20K) 36.NE, 21 October 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/10146492/{z}/{x}/{y}.png,17
1462,trench101464969,"Belgium/France, WW1 Trench maps - (1:20K) 36.NE, 11 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464969/{z}/{x}/{y}.png,17
1463,trench101464978,"Belgium/France, WW1 Trench maps - (1:20K) 36.SW, 14 February 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464978/{z}/{x}/{y}.png,17
1464,trench101464975,"Belgium/France, WW1 Trench maps - (1:20K) 36.SW, 22 December 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464975/{z}/{x}/{y}.png,17
1465,trench101464987,"Belgium/France, WW1 Trench maps - (1:20K) 36.SE, 22 October 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464987/{z}/{x}/{y}.png,17
1466,trench101464984,"Belgium/France, WW1 Trench maps - (1:20K) 36.SE, 11 October 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464984/{z}/{x}/{y}.png,17
1467,trench101464981,"Belgium/France, WW1 Trench maps - (1:20K) 36.SE, 1 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464981/{z}/{x}/{y}.png,17
1468,trench101464990,"Belgium/France, WW1 Trench maps - (1:20K) 36A.NW, 27 July 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464990/{z}/{x}/{y}.png,17
1469,trench101464999,"Belgium/France, WW1 Trench maps - (1:20K) 36A.NE, 22 May 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464999/{z}/{x}/{y}.png,17
1470,trench101464996,"Belgium/France, WW1 Trench maps - (1:20K) 36A.NE, 19 June 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464996/{z}/{x}/{y}.png,17
1471,trench101464993,"Belgium/France, WW1 Trench maps - (1:20K) 36A.NE, 7 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101464993/{z}/{x}/{y}.png,17
1472,trench101465002,"Belgium/France, WW1 Trench maps - (1:20K) 36A.SW, 30 May 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465002/{z}/{x}/{y}.png,17
1473,trench101465011,"Belgium/France, WW1 Trench maps - (1:20K) 36C.NW, 12 June 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465011/{z}/{x}/{y}.png,17
1474,trench101465008,"Belgium/France, WW1 Trench maps - (1:20K) 36C.NW, 15 November 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465008/{z}/{x}/{y}.png,17
1475,trench101465005,"Belgium/France, WW1 Trench maps - (1:20K) 36C.NW, 13 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465005/{z}/{x}/{y}.png,17
1476,trench101465020,"Belgium/France, WW1 Trench maps - (1:20K) 36C.NE, 22 July 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465020/{z}/{x}/{y}.png,17
1477,trench101465017,"Belgium/France, WW1 Trench maps - (1:20K) 36C.NE, 1 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465017/{z}/{x}/{y}.png,17
1478,trench101465023,"Belgium/France, WW1 Trench maps - (1:20K) 36C.SW, 15 February 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465023/{z}/{x}/{y}.png,17
1479,trench101465029,"Belgium/France, WW1 Trench maps - (1:20K) 36C.SW, 23 November 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465029/{z}/{x}/{y}.png,17
1480,trench101465032,"Belgium/France, WW1 Trench maps - (1:20K) 36C.SW, 13 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465032/{z}/{x}/{y}.png,17
1481,trench101465035,"Belgium/France, WW1 Trench maps - (1:20K) 36C.SE, 16 Nov 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465035/{z}/{x}/{y}.png,17
1482,trench101465050,"Belgium/France, WW1 Trench maps - (1:20K) 51A.SE, 26 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465050/{z}/{x}/{y}.png,17
1483,trench101465044,"Belgium/France, WW1 Trench maps - (1:20K) 51A.SW, 18 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465044/{z}/{x}/{y}.png,17
1484,trench101465047,"Belgium/France, WW1 Trench maps - (1:20K) 51A.SE, 12 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465047/{z}/{x}/{y}.png,17
1485,trench101465071,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NW, 10 October 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465071/{z}/{x}/{y}.png,17
1486,trench101465068,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NW, 4 March 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465068/{z}/{x}/{y}.png,17
1487,trench101465065,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NW, 25 May 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465065/{z}/{x}/{y}.png,17
1488,trench101465062,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NW, 20 November 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465062/{z}/{x}/{y}.png,17
1489,trench101465059,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NW, 6 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465059/{z}/{x}/{y}.png,17
1490,trench101465056,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NW, 8 July 1918 (ed.10e)",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465056/{z}/{x}/{y}.png,17
1491,trench101465053,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NW, 8 July 1918 (ed.11a)",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465053/{z}/{x}/{y}.png,17
1492,trench101465095,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NE, 3 February 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465095/{z}/{x}/{y}.png,17
1493,trench101465092,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NE, 13 April 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465092/{z}/{x}/{y}.png,17
1494,trench101465089,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NE, 2 January 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465089/{z}/{x}/{y}.png,17
1495,trench101465086,"Belgium/France, WW1 Trench maps - (1:20K) 51B.NE, 22 August 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465086/{z}/{x}/{y}.png,17
1496,trench101465083,"Belgium/France, WW1 Trench maps - (1:20K) 51B.SW, 9 August 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465083/{z}/{x}/{y}.png,17
1497,trench101465080,"Belgium/France, WW1 Trench maps - (1:20K) 51B.SW, 4 March 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465080/{z}/{x}/{y}.png,17
1498,trench101465077,"Belgium/France, WW1 Trench maps - (1:20K) 51B.SW, 8 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465077/{z}/{x}/{y}.png,17
1499,trench101465074,"Belgium/France, WW1 Trench maps - (1:20K) 51B.SW, 25 April 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465074/{z}/{x}/{y}.png,17
1500,trench101465098,"Belgium/France, WW1 Trench maps - (1:20K) 51B.SE, 30 October 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465098/{z}/{x}/{y}.png,17
1501,trench101465104,"Belgium/France, WW1 Trench maps - (1:20K) 51C.NE, 16 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465104/{z}/{x}/{y}.png,17
1502,trench101465101,"Belgium/France, WW1 Trench maps - (1:20K) 51C.NE, 6 May 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465101/{z}/{x}/{y}.png,17
1503,trench101465107,"Belgium/France, WW1 Trench maps - (1:20K) 51C.SE, 22 June 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465107/{z}/{x}/{y}.png,17
1504,trench101465119,"Belgium/France, WW1 Trench maps - (1:20K) 57B.NW, 28 October 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465119/{z}/{x}/{y}.png,17
1505,trench101465116,"Belgium/France, WW1 Trench maps - (1:20K) 57B.NW, 7 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465116/{z}/{x}/{y}.png,17
1506,trench101465122,"Belgium/France, WW1 Trench maps - (1:20K) 57B.NE, 29 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465122/{z}/{x}/{y}.png,17
1507,trench101465137,"Belgium/France, WW1 Trench maps - (1:20K) 57B.SW, 8 November 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465137/{z}/{x}/{y}.png,17
1508,trench101465134,"Belgium/France, WW1 Trench maps - (1:20K) 57B.SW, 20 January 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465134/{z}/{x}/{y}.png,17
1509,trench101465131,"Belgium/France, WW1 Trench maps - (1:20K) 57B.SW, 29 August 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465131/{z}/{x}/{y}.png,17
1510,trench101465128,"Belgium/France, WW1 Trench maps - (1:20K) 57B.SW, 21 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465128/{z}/{x}/{y}.png,17
1511,trench101465140,"Belgium/France, WW1 Trench maps - (1:20K) 57B.SE, 30 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465140/{z}/{x}/{y}.png,17
1512,trench101465161,"Belgium/France, WW1 Trench maps - (1:20K) 57C.NW, 9 August 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465161/{z}/{x}/{y}.png,17
1513,trench101465158,"Belgium/France, WW1 Trench maps - (1:20K) 57C.NW, 27 November 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465158/{z}/{x}/{y}.png,17
1514,trench101465155,"Belgium/France, WW1 Trench maps - (1:20K) 57C.NW, 13 April 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465155/{z}/{x}/{y}.png,17
1515,trench101465152,"Belgium/France, WW1 Trench maps - (1:20K) 57C.NW, 27 October 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465152/{z}/{x}/{y}.png,17
1516,trench101465149,"Belgium/France, WW1 Trench maps - (1:20K) 57C.NW, 21 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465149/{z}/{x}/{y}.png,17
1517,trench101465146,"Belgium/France, WW1 Trench maps - (1:20K) 57C.NW, 4 July 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465146/{z}/{x}/{y}.png,17
1518,trench101465164,"Belgium/France, WW1 Trench maps - (1:20K) 57C.NE, 20 September 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465164/{z}/{x}/{y}.png,17
1519,trench101465167,"Belgium/France, WW1 Trench maps - (1:20K) 57C.NE, 21 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465167/{z}/{x}/{y}.png,17
1520,trench101465194,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SW, 5 May 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465194/{z}/{x}/{y}.png,17
1521,trench101465191,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SW, 21 July 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465191/{z}/{x}/{y}.png,17
1522,trench101465188,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SW, 3 September 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465188/{z}/{x}/{y}.png,17
1523,trench101465185,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SW, 7 October 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465185/{z}/{x}/{y}.png,17
1524,trench101465182,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SW, 5 December 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465182/{z}/{x}/{y}.png,17
1525,trench101465179,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SW, 5 Dec 1916 (additions)",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465179/{z}/{x}/{y}.png,17
1526,trench101465176,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SW, 1 January 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465176/{z}/{x}/{y}.png,17
1527,trench101465170,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SW, 16 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465170/{z}/{x}/{y}.png,17
1528,trench101465209,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SE, 11 May 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465209/{z}/{x}/{y}.png,17
1529,trench101465206,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SE, 24 October 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465206/{z}/{x}/{y}.png,17
1530,trench101465203,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SE, 20 November 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465203/{z}/{x}/{y}.png,17
1531,trench101465200,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SE, 10 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465200/{z}/{x}/{y}.png,17
1532,trench101465197,"Belgium/France, WW1 Trench maps - (1:20K) 57C.SE, 22 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465197/{z}/{x}/{y}.png,17
1533,trench101465224,"Belgium/France, WW1 Trench maps - (1:20K) 57D.NE, 8 March 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465224/{z}/{x}/{y}.png,17
1534,trench101465221,"Belgium/France, WW1 Trench maps - (1:20K) 57D.NE, 16 May 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465221/{z}/{x}/{y}.png,17
1535,trench101465218,"Belgium/France, WW1 Trench maps - (1:20K) 57D.NE, 20 October 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465218/{z}/{x}/{y}.png,17
1536,trench101465215,"Belgium/France, WW1 Trench maps - (1:20K) 57D.NE, 8 April 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465215/{z}/{x}/{y}.png,17
1537,trench101465212,"Belgium/France, WW1 Trench maps - (1:20K) 57D.NE, 22 April 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465212/{z}/{x}/{y}.png,17
1538,trench101465251,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 28 April 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465251/{z}/{x}/{y}.png,17
1539,trench101465248,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 15 August 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465248/{z}/{x}/{y}.png,17
1540,trench101465245,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 6 February 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465245/{z}/{x}/{y}.png,17
1541,trench101465242,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 17 February 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465242/{z}/{x}/{y}.png,17
1542,trench101465239,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 7 April 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465239/{z}/{x}/{y}.png,17
1543,trench101465236,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 3 May 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465236/{z}/{x}/{y}.png,17
1544,trench101465233,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 22 May 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465233/{z}/{x}/{y}.png,17
1545,trench101465230,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 15 June 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465230/{z}/{x}/{y}.png,17
1546,trench101465227,"Belgium/France, WW1 Trench maps - (1:20K) 57D.SE, 17 July 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465227/{z}/{x}/{y}.png,17
1547,trench101465257,"Belgium/France, WW1 Trench maps - (1:20K) 62B.NW, 21 November 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465257/{z}/{x}/{y}.png,17
1548,trench101465254,"Belgium/France, WW1 Trench maps - (1:20K) 62B.NW, 19 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465254/{z}/{x}/{y}.png,17
1549,trench101465263,"Belgium/France, WW1 Trench maps - (1:20K) 62B.NE, 2 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465263/{z}/{x}/{y}.png,17
1550,trench101465260,"Belgium/France, WW1 Trench maps - (1:20K) 62B.NE, 1 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465260/{z}/{x}/{y}.png,17
1551,trench101465269,"Belgium/France, WW1 Trench maps - (1:20K) 62B.SW, 6 November 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465269/{z}/{x}/{y}.png,17
1552,trench101465266,"Belgium/France, WW1 Trench maps - (1:20K) 62B.SW, 3 February 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465266/{z}/{x}/{y}.png,17
1553,trench101465275,"Belgium/France, WW1 Trench maps - (1:20K) 62B.SE, 2 September 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465275/{z}/{x}/{y}.png,17
1554,trench101465272,"Belgium/France, WW1 Trench maps - (1:20K) 62B.SE, 9 October 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465272/{z}/{x}/{y}.png,17
1555,trench101465287,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 3 September 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465287/{z}/{x}/{y}.png,17
1556,trench101465284,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 20 November 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465284/{z}/{x}/{y}.png,17
1557,trench101465281,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 8 January 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465281/{z}/{x}/{y}.png,17
1558,trench101465278,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 6 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465278/{z}/{x}/{y}.png,17
1559,trench101465293,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NE, 2 July 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465293/{z}/{x}/{y}.png,17
1560,trench101465290,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NE, 21 February 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465290/{z}/{x}/{y}.png,17
1561,trench101465302,"Belgium/France, WW1 Trench maps - (1:20K) 62C.SW, 14 January 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465302/{z}/{x}/{y}.png,17
1562,trench101465296,"Belgium/France, WW1 Trench maps - (1:20K) 62C.SW, 11 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465296/{z}/{x}/{y}.png,17
1563,trench101465308,"Belgium/France, WW1 Trench maps - (1:20K) 62C.SE, 30 January 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465308/{z}/{x}/{y}.png,17
1564,trench101465305,"Belgium/France, WW1 Trench maps - (1:20K) 62C.SE, 2 February 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465305/{z}/{x}/{y}.png,17
1565,trench101465311,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 2 July 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465311/{z}/{x}/{y}.png,17
1566,trench101465323,"Belgium/France, WW1 Trench maps - (1:20K) 62D.NE, 25 April 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465323/{z}/{x}/{y}.png,17
1567,trench101465320,"Belgium/France, WW1 Trench maps - (1:20K) 62D.NE, 30 April 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465320/{z}/{x}/{y}.png,17
1568,trench101465317,"Belgium/France, WW1 Trench maps - (1:20K) 62D.NE, 28 May 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465317/{z}/{x}/{y}.png,17
1569,trench101465314,"Belgium/France, WW1 Trench maps - (1:20K) 62D.NE, 3 August 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465314/{z}/{x}/{y}.png,17
1570,trench101465368,"Belgium/France, WW1 Trench maps - (1:20K) 62.NE/NW, 17 Nov 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465368/{z}/{x}/{y}.png,17
1571,trench101465365,"Belgium/France, WW1 Trench maps - (1:20K) 62.NE/NW, 21 Feb 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465365/{z}/{x}/{y}.png,17
1572,trench101465329,"Belgium/France, WW1 Trench maps - (1:20K) 62D.SE, 5 June 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465329/{z}/{x}/{y}.png,17
1573,trench101465326,"Belgium/France, WW1 Trench maps - (1:20K) 62D.SE, 31 July 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465326/{z}/{x}/{y}.png,17
1574,trench101465332,"Belgium/France, WW1 Trench maps - (1:20K) 62E.NE, 22 May 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465332/{z}/{x}/{y}.png,17
1575,trench101465341,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 8 November 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465341/{z}/{x}/{y}.png,17
1576,trench101465344,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 12 December 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465344/{z}/{x}/{y}.png,17
1577,trench101465338,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 13 January 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465338/{z}/{x}/{y}.png,17
1578,trench101465335,"Belgium/France, WW1 Trench maps - (1:20K) 62C.NW, 20 March 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465335/{z}/{x}/{y}.png,17
1579,trench101465347,"Belgium/France, WW1 Trench maps - (1:20K) 66C.NE, 12 February 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465347/{z}/{x}/{y}.png,17
1580,trench101465350,"Belgium/France, WW1 Trench maps - (1:20K) 66C.SW, 5 January 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465350/{z}/{x}/{y}.png,17
1581,trench101465353,"Belgium/France, WW1 Trench maps - (1:20K) 66D.NE, 3 February 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465353/{z}/{x}/{y}.png,17
1582,trench101465356,"Belgium/France, WW1 Trench maps - (1:20K) 66D.SW, 10 November 1916",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465356/{z}/{x}/{y}.png,17
1583,trench101465359,"Belgium/France, WW1 Trench maps - (1:20K) 66D.SE, 11 January 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465359/{z}/{x}/{y}.png,17
1584,trench101465371,"Belgium/France, WW1 Trench maps - (1:20K) 66D.SE/SW, 14 March 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465371/{z}/{x}/{y}.png,17
1585,trench101465362,"Belgium/France, WW1 Trench maps - (1:20K) 66E.NE, 14 March 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465362/{z}/{x}/{y}.png,17
1586,trench101465377,"Belgium/France, WW1 Trench maps - (1:20K) 70D.NW, 12 October 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465377/{z}/{x}/{y}.png,17
1587,trench101465374,"Belgium/France, WW1 Trench maps - (1:20K) 70D.NW, 16 February 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465374/{z}/{x}/{y}.png,17
1588,trench101465380,"Belgium/France, WW1 Trench maps - (1:20K) 70D.SW, 9 January 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465380/{z}/{x}/{y}.png,17
1589,trench101465383,"Belgium/France, WW1 Trench maps - (1:20K) 70E.NE, 18 March 1917",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465383/{z}/{x}/{y}.png,17
1590,trench101465386,"Belgium/France, WW1 Trench maps - (1:20K) 70E.SE, 11 January 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465386/{z}/{x}/{y}.png,17
1591,trench101465389,"Belgium/France, WW1 Trench maps - (1:20K) 75.NE, 20 April 1918",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/trench/101465389/{z}/{x}/{y}.png,17
