,Name,Title,Typename,XYZ URL,Max Z
909,estate129392992,"Scotland, Estate Maps - Dumfries, Keir, 1825",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129392992/{z}/{x}/{y}.png,19
910,estate129392995,"Scotland, Estate Maps - Dumfries, Keir, 1825",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129392995/{z}/{x}/{y}.png,18
911,estate129392908,"Scotland, Estate Maps - Dumfries, Keir, 1806",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129392908/{z}/{x}/{y}.png,19
912,estate121129434,"Scotland, Estate Maps - Dumfries, Keir, 1806",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/121129434/{z}/{x}/{y}.png,18
913,estate129392911,"Scotland, Estate Maps - Dumfries, Kirkconnel, 19th century",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/129392911/{z}/{x}/{y}.png,17
914,estate114473773,"Scotland, Estate Maps - Dumfries, Kirkmahoe, 1779",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473773/{z}/{x}/{y}.png,17
915,estate110069083,"Scotland, Estate Maps - Dumfries, Kirkmahoe, 1817",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/110069083/{z}/{x}/{y}.png,18
916,estate129393019,"Scotland, Estate Maps - Dumfries, Kirkmichael, 1820",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393019/{z}/{x}/{y}.png,19
917,estate129393103,"Scotland, Estate Maps - Dumfries, Kirkmichael, 1854",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393103/{z}/{x}/{y}.png,17
918,estate129393049,"Scotland, Estate Maps - Dumfries, Kirkmichael, 1854",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393049/{z}/{x}/{y}.png,18
919,estate110323727,"Scotland, Estate Maps - Dumfries, Lochmaben, 1788",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/110323727/{z}/{x}/{y}.png,18
920,estate132293842,"Scotland, Estate Maps - Dumfries, Lochmaben, 1789",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/132293842/{z}/{x}/{y}.png,20
921,estate121129461,"Scotland, Estate Maps - Dumfries, Moffat, 1768",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/121129461/{z}/{x}/{y}.png,16
922,estate110069080,"Scotland, Estate Maps - Dumfries, Moffat, 1816",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/110069080/{z}/{x}/{y}.png,18
923,estate103427459,"Scotland, Estate Maps - Dumfries, Morton (Carronhill), 1772",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/103427459/{z}/{x}/{y}.png,17
924,estate103427447,"Scotland, Estate Maps - Dumfries, Morton (Waterside), 1772",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/103427447/{z}/{x}/{y}.png,17
925,estate103427450,"Scotland, Estate Maps - Dumfries, Morton (Mortonmill), 1772",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/103427450/{z}/{x}/{y}.png,17
926,estate129392893,"Scotland, Estate Maps - Dumfries, Morton, 1818",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129392893/{z}/{x}/{y}.png,20
927,estate129393328,"Scotland, Estate Maps - Dumfries, Morton, 1851",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393328/{z}/{x}/{y}.png,17
928,estate129393580,"Scotland, Estate Maps - Dumfries, Mouswald, 1812",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393580/{z}/{x}/{y}.png,17
929,estate121129443,"Scotland, Estate Maps - Dumfries, Penpont, 1758",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/121129443/{z}/{x}/{y}.png,19
930,estate121129392,"Scotland, Estate Maps - Dumfries, Penpont, 1801",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/121129392/{z}/{x}/{y}.png,17
931,estate129393397,"Scotland, Estate Maps - Dumfries, Penpont, 1852",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393397/{z}/{x}/{y}.png,19
932,estate129392887,"Scotland, Estate Maps - Dumfries, Penpont, etc. 1820",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129392887/{z}/{x}/{y}.png,16
933,estate121129464,"Scotland, Estate Maps - Dumfries, Sanquhar, 1759",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/121129464/{z}/{x}/{y}.png,18
934,estate132293743,"Scotland, Estate Maps - Dumfries, Sanquhar, 1767",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/132293743/{z}/{x}/{y}.png,17
935,estate129392947,"Scotland, Estate Maps - Dumfries, Sanquhar, 1831",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129392947/{z}/{x}/{y}.png,16
936,estate129392950,"Scotland, Estate Maps - Dumfries, Sanquhar, 1831",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129392950/{z}/{x}/{y}.png,17
937,estate106697318,"Scotland, Estate Maps - Dumfries, Tinwald, 1778",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/106697318/{z}/{x}/{y}.png,18
938,estate129392935,"Scotland, Estate Maps - Dumfries, Tinwald, 1812",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/129392935/{z}/{x}/{y}.png,17
939,estate132293857,"Scotland, Estate Maps - Dumfries, Tinwald, 1820s",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/132293857/{z}/{x}/{y}.png,15
940,estate106697324,"Scotland, Estate Maps - Dumfries, Tinwald, 1817",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/106697324/{z}/{x}/{y}.png,18
941,estate129392887t,"Scotland, Estate Maps - Dumfries, Tynron, etc. 1820",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129392887/{z}/{x}/{y}.png,16
942,estate129393172,"Scotland, Estate Maps - Dumfries, Tynron, 1854",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393172/{z}/{x}/{y}.png,16
943,estate_balmaclellan,"Scotland, Estate Maps - Kirkcudbright, Balmaclellan, 1799a-e",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/balmaclellan/{z}/{x}/{y}.png,18
944,estate129393712,"Scotland, Estate Maps - Kirkcudbright, Balmaclellan, 1799a",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393712/{z}/{x}/{y}.png,18
945,estate129393715,"Scotland, Estate Maps - Kirkcudbright, Balmaclellan, 1799b",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393715/{z}/{x}/{y}.png,18
946,estate129393718,"Scotland, Estate Maps - Kirkcudbright, Balmaclellan, 1799c",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393718/{z}/{x}/{y}.png,18
947,estate129393721,"Scotland, Estate Maps - Kirkcudbright, Balmaclellan, 1799d",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393721/{z}/{x}/{y}.png,18
948,estate129393724,"Scotland, Estate Maps - Kirkcudbright, Balmaclellan, 1799e",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393724/{z}/{x}/{y}.png,18
949,estate129393676,"Scotland, Estate Maps - Kirkcudbright, Buittle, 1785",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393676/{z}/{x}/{y}.png,19
950,estate129393709,"Scotland, Estate Maps - Kirkcudbright, Buittle, 1787",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393709/{z}/{x}/{y}.png,19
951,estate129393706,"Scotland, Estate Maps - Kirkcudbright, Crossmichael, 1829",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393706/{z}/{x}/{y}.png,19
952,estate129393763,"Scotland, Estate Maps - Kirkcudbright, Crossmichael, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393763/{z}/{x}/{y}.png,19
953,estate_earlstoun,"Scotland, Estate Maps - Kirkcudbright, Dalry/Kells, 1800-1817",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/earlstoun/{z}/{x}/{y}.png,19
954,estate125491588,"Scotland, Estate Maps - Kirkcudbright, Holywood, 1807",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/125491588/{z}/{x}/{y}.png,20
955,estate129393664,"Scotland, Estate Maps - Kirkcudbright, Kelton, 1766",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393664/{z}/{x}/{y}.png,19
956,estate132293782,"Scotland, Estate Maps - Kirkcudbright, Kelton, 1795",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/132293782/{z}/{x}/{y}.png,19
957,estate129393778,"Scotland, Estate Maps - Kirkcudbright, Kelton, 1811",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393778/{z}/{x}/{y}.png,19
958,estate129393754,"Scotland, Estate Maps - Kirkcudbright, Kirkcudbright, 1769",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393754/{z}/{x}/{y}.png,19
959,estate129393745,"Scotland, Estate Maps - Kirkcudbright, Kirkcudbright, 1795",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/129393745/{z}/{x}/{y}.png,19
960,estate125491585,"Scotland, Estate Maps - Kirkcudbright, Kirkcudbright, 1822",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/125491585/{z}/{x}/{y}.png,19
961,estate129393751,"Scotland, Estate Maps - Kirkcudbright, Kirkcudbright, 1837",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/129393751/{z}/{x}/{y}.png,19
962,estate125491597,"Scotland, Estate Maps - Kirkcudbright, Kirkgunzeon, 1808",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/125491597/{z}/{x}/{y}.png,17
963,estate129393583,"Scotland, Estate Maps - Kirkcudbright, Kirkpatrick-Durham, 1795",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393583/{z}/{x}/{y}.png,19
964,estate129393661,"Scotland, Estate Maps - Kirkcudbright, Kirkpatrick-Durham, 1829",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393661/{z}/{x}/{y}.png,19
965,estate106697330,"Scotland, Estate Maps - Kirkcudbright, Lochrutton, 1758",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/106697330/{z}/{x}/{y}.png,18
966,estate106697333,"Scotland, Estate Maps - Kirkcudbright, Lochrutton, 1774-5",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/106697333/{z}/{x}/{y}.png,18
967,estate106697336,"Scotland, Estate Maps - Kirkcudbright, Lochrutton, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/106697336/{z}/{x}/{y}.png,18
968,estate106697339,"Scotland, Estate Maps - Kirkcudbright, Lochrutton, 1815",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/106697339/{z}/{x}/{y}.png,18
969,estate125491591,"Scotland, Estate Maps - Kirkcudbright, New Abbey, 1759",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/125491591/{z}/{x}/{y}.png,18
970,estate125491601,"Scotland, Estate Maps - Kirkcudbright, New Abbey, 1759",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/125491601/{z}/{x}/{y}.png,18
971,estate114473887,"Scotland, Estate Maps - Kirkcudbright, New Abbey, c.1786",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473887/{z}/{x}/{y}.png,17
972,estate106697342,"Scotland, Estate Maps - Kirkcudbright, New Abbey, 1793",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/106697342/{z}/{x}/{y}.png,18
973,estate129393769,"Scotland, Estate Maps - Kirkcudbright, Parton, 1760",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393769/{z}/{x}/{y}.png,18
974,estate125491594,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1782",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/125491594/{z}/{x}/{y}.png,18
975,estate114473800,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1782",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473800/{z}/{x}/{y}.png,17
976,estate114473809,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1786",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473809/{z}/{x}/{y}.png,17
977,estate114473806,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1787",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473806/{z}/{x}/{y}.png,17
978,estate114473794,"Scotland, Estate Maps - Kirkcudbright, Troqueer (Mabie), 1790",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473794/{z}/{x}/{y}.png,17
979,estate114473797,"Scotland, Estate Maps - Kirkcudbright, Troqueer (Crooks), 1790",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473797/{z}/{x}/{y}.png,19
980,estate114473815,"Scotland, Estate Maps - Kirkcudbright, Troqueer (Airds), 1791",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473815/{z}/{x}/{y}.png,19
981,estate125491581,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1791",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/125491581/{z}/{x}/{y}.png,19
982,estate114473830,"Scotland, Estate Maps - Kirkcudbright, Troqueer (Loshes), 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473830/{z}/{x}/{y}.png,19
983,estate114473845,"Scotland, Estate Maps - Kirkcudbright, Troqueer (Airds), 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473845/{z}/{x}/{y}.png,17
984,estate114473854,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473854/{z}/{x}/{y}.png,17
985,estate114473824,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473824/{z}/{x}/{y}.png,17
986,estate114473836,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473836/{z}/{x}/{y}.png,17
987,estate114473842,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473842/{z}/{x}/{y}.png,17
988,estate114473848,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473848/{z}/{x}/{y}.png,17
989,estate114473851,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473851/{z}/{x}/{y}.png,17
990,estate114473839,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1814-1870",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473839/{z}/{x}/{y}.png,17
991,estate114473827,"Scotland, Estate Maps - Kirkcudbright, Troqueer, 1814",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/estates/114473827/{z}/{x}/{y}.png,17
992,estate129393667,"Scotland, Estate Maps - Kirkcudbright, Parton, 1760",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393667/{z}/{x}/{y}.png,19
993,estate129393016,"Scotland, Estate Maps - Lanark, Crawford, 1826",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393016/{z}/{x}/{y}.png,19
994,estate129393076l,"Scotland, Estate Maps - Lanark, Crawford, 1854",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393076/{z}/{x}/{y}.png,19
995,estate129393016c,"Scotland, Estate Maps - Lanark, Crawfordjohn, 1826",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/129393016/{z}/{x}/{y}.png,19
996,estate74436591,"Scotland, Estate Maps - Perthshire, Bendochy, 1751",nls:WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/74436591/{z}/{x}/{y}.png,17
997,aberdeen,"Scotland, Town Plans - Aberdeen, OS [1866-7]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/aberdeen/{z}/{x}/{-y}.png,20
998,airdrie,"Scotland, Town Plans - Airdrie, OS [1858]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/airdrie/{z}/{x}/{-y}.png,20
999,alexandria,"Scotland, Town Plans - Alexandria, OS [1859]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/alexandria/{z}/{x}/{-y}.png,20
1000,alloa,"Scotland, Town Plans - Alloa, OS [1861-2]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/alloa/{z}/{x}/{-y}.png,20
1001,annan,"Scotland, Town Plans - Annan, OS [1859]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/annan/{z}/{x}/{-y}.png,20
1002,arbroath,"Scotland, Town Plans - Arbroath, OS [1858]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/arbroath/{z}/{x}/{-y}.png,20
1003,ayr,"Scotland, Town Plans - Ayr, OS [1855]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/ayr/{z}/{x}/{-y}.png,20
1004,berwick,"Scotland, Town Plans - Berwick, OS [1852]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/berwick/{z}/{x}/{-y}.png,20
1005,brechin,"Scotland, Town Plans - Brechin, OS [1852]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/brechin/{z}/{x}/{-y}.png,20
1006,burntisland1824,"Scotland, Town Plans - Burntisland, Wood (1824)",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/mapdata3/74400015/{z}/{x}/{y}.png,20
1007,burntisland,"Scotland, Town Plans - Burntisland, OS [1894]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/burntisland/{z}/{x}/{-y}.png,20
1008,campbeltown,"Scotland, Town Plans - Campbeltown, OS [1865]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/campbeltown/{z}/{x}/{-y}.png,20
1009,coatbridge,"Scotland, Town Plans - Coatbridge, OS [1858]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/coatbridge/{z}/{x}/{-y}.png,20
1010,cupar1854,"Scotland, Town Plans - Cupar, OS [1854]",nls:OS_Town_Plans_Eng_non500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/cupar1854/{z}/{x}/{-y}.png,20
1011,cupar1893,"Scotland, Town Plans - Cupar, OS [1893]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/cupar1893/{z}/{x}/{-y}.png,20
1012,dalkeith1852,"Scotland, Town Plans - Dalkeith, OS [1852]",nls:OS_Town_Plans_Eng_non500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/dalkeith1852/{z}/{x}/{-y}.png,20
1013,dalkeith1893,"Scotland, Town Plans - Dalkeith, OS [1893]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/dalkeith1893/{z}/{x}/{-y}.png,20
1014,dumbarton,"Scotland, Town Plans - Dumbarton, OS [1859]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/dumbarton/{z}/{x}/{-y}.png,20
1015,dumfries1850,"Scotland, Town Plans - Dumfries, OS [1850]",nls:OS_Town_Plans_Eng_non500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/dumfries1850/{z}/{x}/{-y}.png,20
1016,dumfries1893,"Scotland, Town Plans - Dumfries, OS [1893]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/dumfries1893/{z}/{x}/{-y}.png,20
1017,dundee1857,"Scotland, Town Plans - Dundee, OS [1857]",nls:OS_Town_Plans_Eng_500_WFS,https://geo.nls.uk/mapdata3/os/dundee1857/{z}/{x}/{y}.png,20
1018,dundee1870,"Scotland, Town Plans - Dundee, OS [1870]",nls:OS_Town_Plans_Eng_500_1880s_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/dundee1870/{z}/{x}/{-y}.png,20
1019,dunfermline1854,"Scotland, Town Plans - Dunfermline, OS [1854]",nls:OS_Town_Plans_Eng_non500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/dunfermline1854/{z}/{x}/{-y}.png,20
1020,dunfermline1893,"Scotland, Town Plans - Dunfermline, OS [1893]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/dunfermline1893/{z}/{x}/{-y}.png,20
1021,elgin,"Scotland, Town Plans - Elgin, OS [1868]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/elgin/{z}/{x}/{-y}.png,20
1022,falkirk,"Scotland, Town Plans - Falkirk, OS [1858]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/falkirk/{z}/{x}/{-y}.png,20
1023,forfar,"Scotland, Town Plans - Forfar, OS [1860]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/forfar/{z}/{x}/{-y}.png,20
1024,forres,"Scotland, Town Plans - Forres , OS [1868]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/forres/{z}/{x}/{-y}.png,20
1025,galashiels,"Scotland, Town Plans - Galashiels, OS [1858]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/galashiels/{z}/{x}/{-y}.png,20
1026,girvan,"Scotland, Town Plans - Girvan, OS [1857]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/girvan/{z}/{x}/{-y}.png,20
1027,greenock,"Scotland, Town Plans - Greenock, OS [1857]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/greenock/{z}/{x}/{-y}.png,20
1028,greenock_goad,"Scotland, Town Plans - Greenock, Goad, 1888-1943",nls:Goad_Insurance_Plans,https://mapseries-tilesets.s3.amazonaws.com/goad/greenock/{z}/{x}/{y}.png,20
1029,haddington1853,"Scotland, Town Plans - Haddington, OS [1853]",nls:OS_Town_Plans_Eng_non500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/haddington1853/{z}/{x}/{-y}.png,20
1030,haddington1893,"Scotland, Town Plans - Haddington, OS [1893]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/haddington1893/{z}/{x}/{-y}.png,20
1031,hamilton,"Scotland, Town Plans - Hamilton, OS [1858]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/hamilton/{z}/{x}/{-y}.png,20
1032,hawick,"Scotland, Town Plans - Hawick, OS [1857-8]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/hawick/{z}/{x}/{-y}.png,20
1033,irvine,"Scotland, Town Plans - Irvine, OS [1859]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/irvine/{z}/{x}/{-y}.png,20
1034,inverness,"Scotland, Town Plans - Inverness, OS [1867-8]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/inverness/{z}/{x}/{-y}.png,20
1035,jedburgh,"Scotland, Town Plans - Jedburgh, OS [1858]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/jedburgh/{z}/{x}/{-y}.png,20
1036,kelso,"Scotland, Town Plans - Kelso, OS [1857]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/kelso/{z}/{x}/{-y}.png,20
1037,kilmarnock,"Scotland, Town Plans - Kilmarnock, OS [1857-9]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/kilmarnock/{z}/{x}/{-y}.png,20
1038,kirkcaldy1855,"Scotland, Town Plans - Kirkcaldy, OS [1855]",nls:OS_Town_Plans_Eng_non500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/kirkcaldy1855/{z}/{x}/{-y}.png,20
1039,kirkcaldy1894,"Scotland, Town Plans - Kirkcaldy, OS [1894]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/kirkcaldy1894/{z}/{x}/{-y}.png,20
1040,kirkcudbright1850,"Scotland, Town Plans - Kirkcudbright, OS [1850]",nls:OS_Town_Plans_Eng_non500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/kirkcudbright1850/{z}/{x}/{-y}.png,20
1041,kirkcudbright1893,"Scotland, Town Plans - Kirkcudbright, OS [1893]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/kirkcudbright1893/{z}/{x}/{-y}.png,20
1042,kirkintilloch,"Scotland, Town Plans - Kirkintilloch, OS [1859]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/kirkintilloch/{z}/{x}/{-y}.png,20
1043,kirriemuir,"Scotland, Town Plans - Kirriemuir, OS [1861]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/kirriemuir/{z}/{x}/{-y}.png,20
1044,lanark,"Scotland, Town Plans - Lanark, OS [1858]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/lanark/{z}/{x}/{-y}.png,20
1045,linlithgow,"Scotland, Town Plans - Linlithgow, OS [1856]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/linlithgow/{z}/{x}/{-y}.png,20
1046,maybole,"Scotland, Town Plans - Maybole, OS [1856-7]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/maybole/{z}/{x}/{-y}.png,20
1047,montrose,"Scotland, Town Plans - Montrose, OS [1861-2]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/montrose/{z}/{x}/{-y}.png,20
1048,musselburgh1853,"Scotland, Town Plans - Musselburgh, OS [1853]",nls:OS_Town_Plans_Eng_non500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/musselburgh1853/{z}/{x}/{-y}.png,20
1049,musselburgh1893,"Scotland, Town Plans - Musselburgh, OS [1893]",nls:OS_Town_Plans_Eng_500_WFS,https://mapseries-tilesets.s3.amazonaws.com/towns/musselburgh1893/{z}/{x}/{-y}.png,20
